,tense,mode,neg,rtype,subj,verb,obj,subj_lead,verb_lead,obj_lead,subj_lemma,verb_lemma,obj_lemma,subj_ent,subj_ent_label,obj_ent,obj_ent_label,subj_terms,obj_terms,subj_vector_norm,verb_vector_norm,obj_vector_norm,subj_vector,verb_vector,obj_vector,sentiment,sent_sentiment,valence,sent_valence,docid,sentid
0,PRESENT,NORMAL,False,svo,generals,reach,agreement,generals,reach,agreement,general,reach,agreement,False,,False,,"('loyal',)",(),6.5353093,7.3174105,6.2783456,"[ 0.33991557  1.2982346   0.26424864 -0.6534878  -0.53522354  0.11210638
 -0.36467618 -0.45189288  0.02990805 -0.67728686 -0.73773205 -0.3942257
 -0.35465533 -0.99040323 -0.53732276 -0.3913958  -0.705817   -0.29115131
 -0.69583917  0.7056317  -0.5519906   0.37440652  1.4767716   0.10586458
  0.2801239  -0.5073704  -0.11982642 -1.1202708   0.56309295 -0.3319334
  0.8666456  -0.00249679 -0.41982782 -0.06754574  0.02118143 -1.29247
  0.09015296 -0.44730902 -0.5373523  -0.87741256  0.6143005   0.45430136
 -0.02908121  0.50391114 -0.48286128 -0.4825899   0.42881694 -0.32839566
  1.552257   -1.066868   -0.9917563   0.54751813 -0.7170143  -0.8901
  0.5191592   1.2609782  -0.09962066 -0.36744136 -1.0951313   0.17297947
  2.198336    0.1328649   0.60618126  0.25430354 -0.0692445   0.31235996
 -0.71819353  0.55331445  0.2207424  -0.73593545  0.8864397  -0.02178496
  0.14800227  0.05893187 -0.6190896  -0.46998674 -0.6482594   0.4153934
  0.28494996  0.48520237 -0.7671484   0.6660377  -1.1073432   0.1767924
 -0.00425443  0.53911835  1.1399055  -0.7852069   0.613528    0.47880265
  0.9667618   0.6146217   0.42693233 -0.1540142  -0.24167578 -0.44241905]","[ 0.43559206  0.35836846  0.35058832  0.94781023  0.5367711  -0.60201627
  0.23189718  0.18768376 -0.28941384 -0.44661272 -0.1911681  -0.01552731
 -0.12405306 -0.07062533  1.2525232   1.5652753  -0.6636885  -1.1488075
 -1.2673566   0.8097585   0.30633357 -0.5005937   0.81523556 -0.535938
 -0.71403545  1.2831756  -0.5081944  -0.43407708 -1.0574455  -0.58488566
  0.5520816   0.65680003  0.2801317   0.41855794 -0.50022435 -1.2497005
 -0.64367616  1.1391925   0.78400207  1.4809026  -0.37751824 -0.47811437
  1.1598878   0.03699023 -0.81211215 -0.3569849  -0.4272449   0.23961847
 -0.18064874  1.0045403  -0.0203917  -0.30028337 -0.32025507 -0.77351546
 -1.0328393  -0.63497245  0.48525244  0.69559646  0.13569458  1.0361433
  0.45088783  0.48485744 -0.19198021 -0.7714461  -0.22100481  0.08445913
 -1.1174858  -0.6386725   0.11099168  0.0596655  -0.34176734  0.7935066
 -1.126434    0.32917672  0.5671067   0.68776083 -0.22835666  0.37080115
 -0.33315095 -1.2372931   0.08949146 -0.97901696 -0.6975286   0.00602284
  0.6312028  -0.4419535   1.4366934  -0.8706948  -1.2667302   2.5566742
 -1.2713803  -0.50205755 -0.11107004  0.08882151  0.00292106 -0.30981734]","[-0.31480327  1.0249468  -0.5204729   0.52990407 -0.13450979 -0.75156844
 -0.6639396  -0.15254661 -0.85915893  0.51142436 -0.82704115 -0.2863152
 -0.23386548 -0.459832    0.0565311  -0.08805335 -0.3965764   0.07993571
 -0.54693806 -0.5541831   0.15000533  0.1649474   0.41266435  0.569365
  0.92500854  0.9288213  -1.2257698  -0.51666325  0.4066792  -0.73510563
  0.96824396 -0.3811372   0.54196334 -0.27729905 -0.19693542  0.20526144
 -0.43061396 -0.27037773 -0.13822865  0.4840287  -0.57818353 -1.0362196
  0.66620064  1.0985461  -0.8983233   0.21390411 -0.12196648 -0.7891149
  1.529417    0.9622048  -0.3192671   1.4303193   0.5440525  -0.34114203
  0.01311299  0.01010124  0.21445379  0.37175423 -0.03215669 -0.8892341
  0.1398046  -0.45937598  0.58381927 -0.07094418  0.22679299 -0.263989
  0.0841341  -1.1348283  -0.14787957 -1.0955074  -0.5736859   0.30360365
 -0.19263129 -0.10576168 -0.6005987  -0.6397121  -0.449324    1.6793187
  0.15009478 -0.52505696  0.75401205  0.38448727 -0.14923456  0.5040153
  1.0127814  -0.3452723  -0.28246436 -0.660233   -1.0136286   0.17107305
 -0.9876239   1.4313154  -0.6781458   0.74682873  0.3669825   0.24838024]",0.064386,0.23994559999999998,-0.03963722468710352,0.09658320814242673,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__93__111
